),),
,,
and,CC,
,,
JPMorgan,NNP,
,,
is,VBZ,
,,
buying,VBG,
,,
75,CD,
,,
%,NN,
,,
of,IN,
,,
Volkswagen,NNP,
,,
's,POS,
,,
payments,NNS,
,,
business,NN,
,,
and,CC,
,,
plans,NNS,
,,
to,TO,
,,
expand,VB,
,,
to,TO,
,,
other,JJ,
,,
industries,NNS,
,,
.,.,
,,
read,VB,
,,
more,RBR,
,,
06:00:00,CD,
,,
'','',
,,
Connectivity,NN,
,,
between,IN,
,,
different,JJ,
,,
systems,NNS,
,,
is,VBZ,
,,
the,DT,
,,
future,NN,
,,
",",",",
,,
'','',
,,
said,VBD,
,,
Shahrokh,NNP,
,,
Moinian,NNP,
,,
",",",",
,,
head,NN,
,,
of,IN,
,,
wholesale,JJ,
,,
payments,NNS,
,,
",",",",
,,
EMEA,NNP,
,,
",",",",
,,
at,IN,
,,
JPMorgan,NNP,
,,
.,.,
,,
``,``,
,,
We,PRP,
,,
want,VBP,
,,
to,TO,
,,
be,VB,
,,
the,DT,
,,
leader,NN,
,,
.,.,
,,
'','',
